,TeamID,SEASON,LeagueID,PLAYER,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID
0,1610612763,2018,00,JaMychal Green,0,F,6-9,227,"JUN 21, 1990",28.0,4,Alabama,203210
1,1610612763,2018,00,Kyle Anderson,1,F,6-9,230,"SEP 20, 1993",25.0,4,UCLA,203937
2,1610612763,2018,00,Jevon Carter,3,G,6-2,196,"SEP 14, 1995",23.0,R,West Virginia,1628975
3,1610612763,2018,00,Shelvin Mack,6,G,6-3,203,"APR 22, 1990",28.0,7,Butler,202714
4,1610612763,2018,00,Wayne Selden,7,G-F,6-5,230,"SEP 30, 1994",24.0,2,Kansas,1627782
5,1610612763,2018,00,MarShon Brooks,8,G,6-5,200,"JAN 26, 1989",29.0,4,Providence,202705
6,1610612763,2018,00,Ivan Rabb,10,F,6-10,220,"FEB 04, 1997",21.0,1,California,1628397
7,1610612763,2018,00,Mike Conley,11,G,6-1,175,"OCT 11, 1987",31.0,11,Ohio State,201144
8,1610612763,2018,00,Yuta Watanabe,12,G,6-9,205,"OCT 13, 1994",24.0,R,George Washington,1629139
9,1610612763,2018,00,Jaren Jackson Jr.,13,F-C,6-11,242,"SEP 15, 1999",19.0,R,Michigan State,1628991
10,1610612763,2018,00,Garrett Temple,17,G-F,6-6,195,"MAY 08, 1986",32.0,8,Louisiana State,202066
11,1610612763,2018,00,Omri Casspi,18,F,6-9,225,"JUN 22, 1988",30.0,9,"Yavne, Israel",201956
12,1610612763,2018,00,DJ Stephens,20,G-F,6-5,188,"DEC 19, 1990",27.0,1,Memphis,203474
13,1610612763,2018,00,Dillon Brooks,24,G-F,6-6,220,"JAN 22, 1996",22.0,1,Oregon,1628415
14,1610612763,2018,00,Chandler Parsons,25,F,6-10,230,"OCT 25, 1988",30.0,7,Florida,202718
15,1610612763,2018,00,Marc Gasol,33,C,7-1,255,"JAN 29, 1985",33.0,10,"Barcelona, Spain",201188
0,1610612764,2018,00,Austin Rivers,1,G,6-4,200,"AUG 01, 1992",26.0,6,Duke,203085
1,1610612764,2018,00,John Wall,2,G,6-4,210,"SEP 06, 1990",28.0,8,Kentucky,202322
2,1610612764,2018,00,Bradley Beal,3,G,6-5,207,"JUN 28, 1993",25.0,6,Florida,203078
3,1610612764,2018,00,Markieff Morris,5,F,6-10,245,"SEP 02, 1989",29.0,7,Kansas,202693
4,1610612764,2018,00,Troy Brown Jr.,6,F,6-7,215,"JUL 28, 1999",19.0,R,Oregon,1628972
5,1610612764,2018,00,Devin Robinson,7,F,6-8,200,"MAR 07, 1995",23.0,1,Florida,1628421
6,1610612764,2018,00,Chasson Randle,9,G,6-2,185,"FEB 05, 1993",25.0,1,Stanford,1626184
7,1610612764,2018,00,Kelly Oubre Jr.,12,F,6-7,205,"DEC 09, 1995",22.0,3,Kansas,1626162
8,1610612764,2018,00,Thomas Bryant,13,C,6-11,248,"JUL 31, 1997",21.0,1,Indiana,1628418
9,1610612764,2018,00,Jason Smith,14,F-C,7-0,240,"MAR 02, 1986",32.0,10,Colorado State,201160
10,1610612764,2018,00,Dwight Howard,21,C,6-11,265,"DEC 08, 1985",32.0,14,SW Atlanta Christian Academy (GA),2730
11,1610612764,2018,00,Otto Porter Jr.,22,F,6-8,198,"JUN 03, 1993",25.0,5,Georgetown,203490
12,1610612764,2018,00,Ian Mahinmi,28,C,6-11,262,"NOV 05, 1986",32.0,11,"Rouen, France",101133
13,1610612764,2018,00,Tomas Satoransky,31,G-F,6-7,210,"OCT 30, 1991",27.0,2,,203107
14,1610612764,2018,00,Jeff Green,32,F,6-9,235,"AUG 28, 1986",32.0,10,Georgetown,201145
15,1610612764,2018,00,Jordan McRae,52,G,6-5,179,"MAR 28, 1991",27.0,2,Tennessee,203895
0,1610612765,2018,00,Andre Drummond,0,C,6-11,279,"AUG 10, 1993",25.0,6,Connecticut,203083
1,1610612765,2018,00,Reggie Jackson,1,G,6-3,208,"APR 16, 1990",28.0,7,Boston College,202704
2,1610612765,2018,00,Luke Kennard,5,G,6-5,206,"JUN 24, 1996",22.0,1,Duke,1628379
3,1610612765,2018,00,Bruce Brown,6,G,6-5,202,"AUG 15, 1996",22.0,R,Miami (FL),1628971
4,1610612765,2018,00,Stanley Johnson,7,F,6-7,245,"MAY 29, 1996",22.0,3,Arizona,1626169
5,1610612765,2018,00,Henry Ellenson,8,F,6-11,245,"JAN 13, 1997",21.0,2,Marquette,1627740
6,1610612765,2018,00,Langston Galloway,9,G,6-2,200,"DEC 09, 1991",26.0,4,Saint Joseph's,204038
7,1610612765,2018,00,Keenan Evans,12,G,6-3,190,"AUG 23, 1996",22.0,R,,1629037
8,1610612765,2018,00,Khyri Thomas,13,G,6-3,210,"MAY 08, 1996",22.0,R,Creighton,1629017
9,1610612765,2018,00,Ish Smith,14,G,6-0,175,"JUL 05, 1988",30.0,8,Wake Forest,202397
10,1610612765,2018,00,Zach Lofton,18,G,6-4,180,"NOV 18, 1992",25.0,R,New Mexico State,1629155
11,1610612765,2018,00,Glenn Robinson III,22,G-F,6-6,222,"JAN 08, 1994",24.0,4,Michigan,203922
12,1610612765,2018,00,Blake Griffin,23,F,6-10,250,"MAR 16, 1989",29.0,8,Oklahoma,201933
13,1610612765,2018,00,Reggie Bullock,25,G-F,6-7,205,"MAR 16, 1991",27.0,5,North Carolina,203493
14,1610612765,2018,00,Zaza Pachulia,27,C,6-11,270,"FEB 10, 1984",34.0,15,"Tbilisi, Georgia",2585
15,1610612765,2018,00,Jon Leuer,30,F,6-10,228,"MAY 14, 1989",29.0,7,Wisconsin,202720
16,1610612765,2018,00,Jose Calderon,81,G,6-3,200,"SEP 28, 1981",37.0,13,"Villanueva de la Serena, Spain",101181
0,1610612766,2018,00,Miles Bridges,0,F,6-7,225,"MAR 21, 1998",20.0,R,Michigan State,1628970
1,1610612766,2018,00,Malik Monk,1,G,6-3,200,"FEB 04, 1998",20.0,1,Kentucky,1628370
2,1610612766,2018,00,Marvin Williams,2,F,6-9,237,"JUN 19, 1986",32.0,13,North Carolina,101107
3,1610612766,2018,00,Jeremy Lamb,3,G,6-5,185,"MAY 30, 1992",26.0,6,Connecticut,203087
4,1610612766,2018,00,Devonte' Graham,4,G,6-2,185,"FEB 22, 1995",23.0,R,Kansas,1628984
5,1610612766,2018,00,Nicolas Batum,5,F-G,6-8,200,"DEC 14, 1988",29.0,10,"Lisieux, France",201587
6,1610612766,2018,00,Dwayne Bacon,7,G-F,6-7,221,"AUG 30, 1995",23.0,1,Florida State,1628407
7,1610612766,2018,00,Bismack Biyombo,8,C,6-9,255,"AUG 28, 1992",26.0,7,"Lubumbashi, DR Congo",202687
8,1610612766,2018,00,Tony Parker,9,G,6-2,185,"MAY 17, 1982",36.0,17,"Paris, France",2225
9,1610612766,2018,00,Michael Kidd-Gilchrist,14,F,6-7,232,"SEP 26, 1993",25.0,6,Kentucky,203077
10,1610612766,2018,00,Kemba Walker,15,G,6-1,184,"MAY 08, 1990",28.0,7,Connecticut,202689
11,1610612766,2018,00,Joe Chealey,31,G,6-3,190,"NOV 01, 1995",23.0,R,Charleston (SC),1629147
12,1610612766,2018,00,Cody Zeller,40,C,7-0,240,"OCT 05, 1992",26.0,5,Indiana,203469
13,1610612766,2018,00,Willy Hernangomez,41,C,6-11,240,"MAY 27, 1994",24.0,3,Spain,1626195
14,1610612766,2018,00,Frank Kaminsky,44,F-C,7-0,242,"APR 04, 1993",25.0,3,Wisconsin,1626163
15,1610612766,2018,00,J.P. Macura,55,G,6-5,205,"JUN 05, 1995",23.0,R,Xavier (Ohio),1629122
